male,white,black,hispanic,mompro2,poppro2,siblings,norest96,norcen96,south96,west96,height81,height85,esteem80,athlets,wage96,hgc96,daded79,momed79,age,clubnum
0,0,1,0,0,0,2,0,0,1,0,57,59,19,0,.76923078,12,12,4,38,0
0,0,1,0,0,0,4,0,0,1,0,67,67,22,1,,14,8,7,38,0
1,0,1,0,0,0,4,0,0,1,0,73,73,25,1,13.942307,16,6,10,38,0
0,0,1,0,0,0,4,0,0,1,0,64,64,23,0,8.5576925,15,6,10,36,0
1,0,1,0,0,0,4,0,0,1,0,73,72,22,1,9.6153851,12,10,10,33,0
0,0,1,0,0,0,6,0,1,0,0,61,62,27,0,8.2614946,11,8,12,35,1
0,0,1,0,0,0,5,0,0,1,0,62,63,12,1,12.295082,12,,6,36,0
1,0,1,0,0,0,4,,,,,73,72,24,0,,13,,11,35,0
0,0,1,0,0,0,4,0,0,1,0,64,64,28,0,,13,,11,34,1
1,0,1,0,0,0,3,0,0,1,0,68,68,24,1,4.3763676,12,15,12,32,0
1,0,0,1,0,0,2,,,,,68,68,24,,,,12,8,,
0,0,1,0,0,0,5,0,0,1,0,65,65,28,0,4.9038463,12,5,11,34,0
0,1,0,0,0,0,5,,,,,67,66,20,0,,,6,9,,0
1,0,1,0,0,0,2,0,0,1,0,74,74,23,1,6.1188812,17,12,12,36,1
0,0,1,0,0,0,2,0,0,1,0,70,71,22,0,8.333333,14,12,12,34,0
1,0,1,0,0,0,2,0,0,1,0,72,73,21,1,3.3653846,13,12,12,33,0
0,1,0,0,0,0,2,,,,,64,64,21,0,,,11,9,,0
1,1,0,0,0,0,2,,,,,68,68,26,0,,,8,12,,0
0,1,0,0,0,0,2,,,,,63,63,25,0,,,5,12,,0
1,1,0,0,0,0,7,,,,,66,68,22,0,,,4,6,,0
0,1,0,0,0,0,5,,,,,71,71,28,1,,,17,17,,3
0,1,0,0,0,0,2,,,,,72,72,26,0,,,11,15,,1
1,1,0,0,0,0,3,,,,,78,78,22,1,,,15,14,,1
1,1,0,0,0,0,3,,,,,75,75,28,0,,,11,10,,2
0,1,0,0,0,0,1,,,,,,66,23,0,,,,10,,2
0,1,0,0,0,0,4,,,,,66,66,21,0,,,12,,,0
0,1,0,0,1,1,4,,,,,62,62,19,0,,,12,11,,0
0,0,1,0,0,0,8,0,0,1,0,64,64,21,0,7.2115383,10,5,5,37,0
1,0,1,0,0,0,4,0,0,1,0,72,72,26,0,,12,10,9,36,0
0,0,1,0,0,0,5,1,0,0,0,68,69,24,1,,16,,9,35,2
1,0,1,0,0,0,6,0,0,1,0,75,75,24,1,11.039886,14,9,8,33,0
1,0,1,0,0,0,4,0,0,1,0,72,72,21,1,,12,10,,35,0
0,0,1,0,0,0,4,0,0,1,0,,61,26,1,,12,,9,,0
1,0,1,0,0,0,7,0,0,1,0,71,71,19,0,,10,,,36,0
1,0,1,0,0,0,6,0,0,1,0,78,77,25,1,10.033444,15,13,8,34,1
0,0,1,0,0,0,0,0,0,1,0,66,65,21,1,10.879121,12,12,12,31,0
1,0,1,0,0,0,5,0,0,1,0,69,69,18,0,,9,,11,36,0
1,0,1,0,0,0,5,0,0,1,0,71,71,23,0,14.918626,18,,9,33,1
0,0,1,0,0,0,5,0,0,1,0,66,66,22,1,8.2815733,12,10,10,31,0
1,0,1,0,0,0,5,0,0,1,0,63,69,19,0,,8,12,12,36,0
0,0,1,0,0,0,1,0,0,1,0,62,62,25,0,8.5664339,12,,7,38,0
1,0,1,0,0,0,4,0,0,1,0,67,67,20,0,46.95652,12,,,36,0
0,0,1,0,0,0,7,0,0,1,0,63,63,21,0,7.4519229,12,12,12,37,1
1,0,1,0,0,0,8,0,0,1,0,72,72,21,0,12.820513,12,8,8,38,0
0,0,1,0,0,0,8,,,,,67,65,,0,5.1923075,12,,,36,1
1,0,1,0,0,0,8,0,0,1,0,72,71,21,1,7.9268293,12,12,11,34,0
1,0,1,0,0,0,8,0,0,1,0,73,73,23,0,14.423077,12,,7,33,0
1,0,1,0,0,0,5,0,0,1,0,72,72,24,0,5.2631578,13,12,10,33,0
1,0,1,0,0,0,9,0,0,1,0,71,71,19,1,13.247863,12,12,,32,1
1,0,1,0,0,0,4,,,,,73,,26,0,,,5,12,,0
1,0,1,0,0,0,3,0,0,1,0,68,67,19,0,,12,,,32,0
0,0,1,0,1,0,5,0,0,1,0,63,63,26,1,,11,10,12,36,1
0,0,0,1,0,0,2,0,0,1,0,71,60,26,0,9.6153851,12,12,12,35,1
1,1,0,0,0,0,2,,,,,77,73,21,0,,,12,11,,0
1,0,1,0,0,0,6,0,0,1,0,65,65,25,0,10.576923,11,11,10,35,0
1,0,1,0,0,0,7,0,0,1,0,67,69,22,0,7.5471697,12,9,,35,0
1,0,1,0,0,0,6,0,0,1,0,62,70,19,0,14.76378,9,,,32,0
0,0,1,0,0,0,5,0,0,1,0,65,63,22,0,1.3196203,12,,8,33,0
0,0,1,0,0,0,7,0,0,1,0,66,66,20,0,9.3669252,12,,8,39,0
0,0,0,1,1,1,0,0,0,1,0,62,63,19,1,1.7605634,12,12,9,37,1
0,0,1,0,0,0,13,0,0,1,0,64,64,22,0,,11,6,3,36,0
0,0,0,1,0,0,4,0,0,0,1,61,61,24,1,13.953488,13,9,11,38,1
1,0,1,0,0,0,2,0,0,1,0,75,75,27,0,9.6256685,14,,,33,2
1,0,1,0,0,0,2,0,0,1,0,,73,24,0,8.8000002,11,,,,0
0,0,1,0,0,0,2,0,0,1,0,66,66,27,1,,14,9,12,38,1
1,0,1,0,0,0,2,,,,,74,76,21,1,,13,,12,,1
1,0,1,0,0,0,13,0,0,1,0,71,71,28,0,7.2115383,12,,,34,0
0,0,1,0,0,0,7,0,0,1,0,65,65,24,0,1.25,12,,7,33,0
1,0,1,0,1,0,2,0,0,1,0,68,69,27,0,8.6538458,12,3,16,,0
0,0,1,0,0,0,3,0,0,1,0,63,63,25,0,9.6153851,13,10,9,35,0
1,0,1,0,0,0,3,,,,,68,70,20,0,,,,7,32,1
0,0,1,0,0,0,6,0,0,1,0,59,59,24,0,11.118881,17,12,12,35,0
0,0,1,0,0,0,6,0,0,1,0,63,63,28,1,7.4074073,20,9,11,33,3
1,0,1,0,0,0,5,0,0,1,0,65,67,26,0,,12,10,11,32,0
1,0,1,0,0,0,7,0,0,1,0,73,73,26,0,19.836552,12,2,2,38,0
1,0,1,0,0,0,3,0,0,1,0,67,72,21,0,13.942307,11,7,6,36,0
1,0,1,0,0,0,7,0,0,1,0,70,70,18,0,9.6153851,9,0,,33,0
1,0,1,0,0,0,4,0,0,1,0,68,68,23,0,15.243902,10,,9,35,0
1,0,1,0,0,0,3,0,0,1,0,72,72,28,1,7.352941,12,,,36,0
0,0,1,0,0,0,4,0,0,1,0,64,64,21,0,12.993763,13,5,5,35,0
1,0,1,0,0,0,3,0,0,1,0,69,71,18,1,4.8076925,11,3,5,35,0
1,0,1,0,0,0,1,0,0,1,0,64,,15,,11.309524,10,11,9,34,
1,1,0,0,0,0,2,,,,,72,72,28,1,,,12,12,,0
1,1,0,0,0,0,2,,,,,71,71,25,0,,,7,12,,0
1,1,0,0,0,0,2,,,,,71,71,24,,,,14,,,
1,1,0,0,0,0,8,,,,,70,69,21,1,,,12,12,,1
0,1,0,0,0,0,2,,,,,64,65,25,1,,,10,12,,2
0,0,0,1,0,0,8,0,1,0,0,,65,23,1,,15,8,6,35,0
0,1,0,0,0,0,4,,,,,63,64,28,0,,,12,12,,0
0,1,0,0,0,0,5,,,,,63,63,21,0,,,8,12,,0
0,1,0,0,0,0,5,,,,,61,64,23,0,,,9,7,,0
0,1,0,0,1,0,3,,,,,62,62,27,1,,,12,12,,1
0,1,0,0,0,0,4,,,,,65,66,20,1,,,12,12,,0
1,1,0,0,0,0,3,,,,,74,74,21,1,,,12,8,,1
0,1,0,0,0,0,3,,,,,64,65,23,1,,,8,8,,0
0,1,0,0,0,0,4,,,,,66,66,20,0,,,12,12,,2
0,1,0,0,0,0,10,,,,,65,65,26,0,,,5,6,,0
0,1,0,0,0,0,3,,,,,67,66,27,1,,,12,12,,3
0,1,0,0,0,0,2,,,,,64,64,23,0,,,12,12,,2
1,1,0,0,0,0,2,,,,,65,66,,0,,,11,8,,0
1,1,0,0,0,0,1,,,,,64,65,27,1,,,12,12,,1
0,1,0,0,0,0,3,,,,,67,67,20,0,,,8,11,,0
0,0,0,1,0,0,1,0,1,0,0,68,68,25,1,,16,8,12,37,4
0,1,0,0,0,0,3,,,,,64,64,21,0,,,,9,,0
1,1,0,0,0,0,3,,,,,72,70,22,0,,,10,6,,0
0,0,1,0,0,0,5,0,1,0,0,62,62,24,0,7.6923075,14,6,6,36,1
1,1,0,0,0,0,4,,,,,65,65,23,0,,,12,12,,0
0,1,0,0,0,0,7,,,,,64,64,20,0,,,11,9,,1
1,0,1,0,0,0,7,0,1,0,0,71,71,27,1,31.578947,16,8,11,35,1
0,0,1,0,0,0,5,,,,,68,67,23,1,,,8,11,,1
0,0,1,0,0,0,2,0,1,0,0,64,62,17,0,6.6176472,12,12,11,34,1
1,0,1,0,0,0,2,0,1,0,0,71,73,24,0,19.711538,12,10,11,33,2
0,0,1,0,0,0,6,0,1,0,0,64,65,22,1,7.1474357,16,12,12,36,0
0,0,1,0,0,0,4,0,1,0,0,66,66,26,1,10.339734,12,9,11,33,1
0,0,1,0,0,0,3,0,1,0,0,67,67,24,0,10.230179,12,12,11,32,0
1,0,1,0,0,0,1,0,1,0,0,64,65,26,1,,12,,,38,1
1,1,0,0,0,0,4,,,,,68,69,23,0,,,6,6,,0
0,1,0,0,0,0,5,,,,,66,67,28,1,,,12,8,,2
1,1,0,0,0,0,7,,,,,68,68,21,0,,,9,12,,0
0,1,0,0,1,1,4,,,,,66,66,23,1,,,19,12,,0
1,1,0,0,0,0,6,,,,,68,68,21,0,,,6,10,,0
0,1,0,0,0,0,10,,,,,69,72,21,0,,,8,8,,0
0,1,0,0,0,0,2,,,,,67,67,28,1,,,12,13,,0
1,1,0,0,0,0,1,,,,,62,62,21,0,,,6,,,0
1,1,0,0,0,0,3,,,,,73,73,21,0,,,6,11,,0
1,1,0,0,0,0,3,,,,,69,71,21,0,,,8,12,,0
1,1,0,0,0,0,5,,,,,73,73,19,0,,,7,6,,0
1,1,0,0,0,0,6,,,,,69,,23,,,,10,12,,
0,1,0,0,0,0,6,,,,,63,64,22,0,,,10,12,,2
1,0,0,1,0,0,2,1,0,0,0,70,70,27,0,10.625,8,12,,39,0
0,1,0,0,0,0,1,,,,,63,63,24,1,,,12,9,,1
0,1,0,0,0,0,3,,,,,67,67,28,0,,,11,10,,0
1,1,0,0,0,0,2,,,,,68,67,18,0,,,,7,,0
0,1,0,0,0,0,2,,,,,60,62,20,0,,,,7,,0
1,1,0,0,0,0,1,,,,,70,69,23,0,,,,12,,0
0,0,1,0,0,0,4,1,0,0,0,67,67,25,1,8.9285717,12,5,10,38,0
0,1,0,0,0,0,3,,,,,64,64,26,0,,,,11,,1
0,1,0,0,0,0,3,,,,,68,68,21,1,,,,11,,0
0,1,0,0,0,0,3,,,,,65,,,0,,,8,11,,1
1,1,0,0,0,0,5,,,,,72,72,27,1,,,12,10,,5
1,1,0,0,0,1,1,,,,,69,69,23,1,,,14,12,,0
1,1,0,0,0,0,3,,,,,71,72,23,1,,,12,12,,0
1,1,0,0,1,0,2,,,,,67,67,28,1,,,12,15,,0
0,1,0,0,0,1,3,,,,,66,66,21,0,,,16,12,,1
0,1,0,0,0,1,3,,,,,,,26,1,,,12,12,,3
0,1,0,0,1,0,2,,,,,66,66,28,0,,,12,13,,0
0,1,0,0,0,0,3,,,,,58,58,24,1,,,10,12,,2
0,1,0,0,0,0,3,,,,,64,65,28,1,,,10,12,,4
0,1,0,0,0,1,3,,,,,60,60,25,1,,,18,15,,3
0,1,0,0,0,0,1,,,,,66,66,26,1,,,12,12,,1
1,1,0,0,0,0,2,,,,,66,66,25,1,,,8,12,,0
1,1,0,0,0,0,2,,,,,65,65,21,1,,,12,12,,0
0,1,0,0,0,0,4,,,,,64,65,23,1,,,12,14,,3
0,1,0,0,0,0,1,,,,,61,61,24,1,,,12,10,,3
1,1,0,0,0,0,4,,,,,66,66,17,0,,,8,10,,0
0,1,0,0,0,1,1,,,,,61,61,23,0,,,12,12,,4
0,1,0,0,0,0,2,,,,,61,61,28,1,,,12,15,,2
0,1,0,0,0,1,3,,,,,66,65,27,1,,,12,12,,2
0,1,0,0,0,0,1,,,,,64,64,24,1,,,12,12,,1
0,1,0,0,0,0,4,,,,,64,64,23,0,,,8,12,,1
1,1,0,0,0,1,5,,,,,65,65,23,0,,,16,,,1
1,1,0,0,0,0,11,,,,,73,72,23,0,,,,,,0
0,1,0,0,0,0,3,,,,,67,67,24,0,,,9,8,,0
0,1,0,0,0,0,5,,,,,67,,21,,,,8,8,,
1,1,0,0,0,0,4,,,,,,,,,,,8,8,,
1,1,0,0,0,0,7,,,,,63,64,,,,,,,,
0,1,0,0,0,0,4,,,,,66,66,18,0,,,,12,,0
0,1,0,0,0,0,4,,,,,63,63,22,0,,,8,12,,0
0,1,0,0,0,1,4,,,,,62,62,23,0,,,8,13,,1
0,1,0,0,0,0,1,,,,,65,64,20,0,,,12,10,,0
1,1,0,0,0,0,1,,,,,69,69,28,0,,,12,10,,0
0,1,0,0,0,0,7,,,,,68,68,22,0,,,12,10,,1
0,1,0,0,0,0,5,,,,,64,,23,0,,,,7,,0
0,1,0,0,0,0,5,,,,,64,64,24,1,,,,7,,0
1,1,0,0,0,0,8,,,,,64,65,22,0,,,,8,,1
0,1,0,0,0,0,8,,,,,59,60,22,1,,,,9,,0
0,1,0,0,0,0,5,,,,,63,63,26,0,,,,12,,0
1,1,0,0,0,0,7,,,,,68,68,28,0,,,5,8,,0
0,1,0,0,0,0,10,,,,,62,64,22,0,,,8,9,,0
0,0,0,1,0,0,13,0,0,1,0,66,66,22,0,5.5,6,5,4,36,0
0,0,0,1,0,1,2,0,0,1,0,66,65,20,1,23.474178,16,11,12,34,1
1,0,0,1,0,0,4,,,,,70,,27,0,,,12,8,,0
0,0,0,1,0,0,4,0,0,0,1,62,61,25,0,,12,12,8,32,0
1,0,0,1,0,0,1,0,0,0,1,66,70,22,1,0,17,4,6,31,0
0,0,0,1,0,0,2,0,0,0,1,65,64,21,0,12.651822,20,4,6,34,0
0,0,0,1,0,1,3,0,0,1,0,60,60,21,0,,16,12,12,32,2
0,0,0,1,0,0,4,0,0,0,1,62,62,21,,9.8199673,15,10,12,36,
1,0,0,1,0,0,1,1,0,0,0,74,75,24,0,9.8290596,12,16,12,34,0
0,0,0,1,0,0,1,0,0,1,0,64,64,28,1,,15,16,12,33,1
0,0,1,0,0,0,4,0,0,1,0,68,70,28,0,0,16,18,12,33,1
0,0,0,1,0,0,12,1,0,0,0,65,64,21,0,,7,,,36,0
1,0,0,1,0,0,4,0,0,0,1,66,66,20,0,12.5,7,6,3,38,0
1,0,1,0,0,0,10,0,0,1,0,63,61,,0,6.9444447,12,,7,37,0
0,0,1,0,0,0,7,0,0,1,0,67,67,25,1,10.576923,13,12,,,2
1,0,1,0,0,0,9,0,0,1,0,64,66,24,0,,12,,3,38,0
1,0,1,0,0,0,4,0,0,1,0,75,75,21,1,13.513514,12,4,,38,0
1,0,1,0,1,0,0,,,,,66,67,27,0,,,14,14,,2
0,0,1,0,0,0,4,0,0,1,0,62,62,25,0,8.1730766,12,12,3,34,1
1,1,0,0,0,0,4,,,,,,,,,,,,,,
1,1,0,0,0,0,3,,,,,72,73,24,0,,,10,12,,0
1,0,1,0,0,0,14,0,0,1,0,65,66,22,0,4.2735043,12,,,33,0
1,0,1,0,0,0,7,,,,,,,,,,,8,,,
1,0,1,0,0,0,4,,,,,71,74,26,0,,,10,11,,0
1,0,1,0,0,0,9,0,0,1,0,67,71,28,0,5.7692308,9,6,7,32,0
1,0,1,0,0,0,2,0,1,0,0,68,71,28,0,7.6086955,12,,8,31,0
0,0,1,0,0,0,5,0,1,0,0,67,66,26,0,15.384615,16,9,7,33,0
1,0,1,0,0,0,5,0,1,0,0,64,76,19,0,6.7460318,8,9,7,31,0
0,0,1,0,0,0,4,0,0,1,0,62,62,22,1,2.6041667,12,,4,38,0
0,0,1,0,0,0,4,0,0,1,0,62,66,19,0,6.5714288,11,,2,34,1
1,0,1,0,0,0,6,,,,,64,65,26,0,,,,12,32,0
0,0,1,0,0,0,3,1,0,0,0,64,64,20,0,,12,12,12,35,0
0,0,1,0,0,0,9,0,0,1,0,61,64,21,0,9.3406591,15,,7,34,0
0,0,1,0,0,0,3,0,0,1,0,62,62,20,0,8.8141022,12,7,8,33,0
1,0,1,0,0,0,4,0,0,1,0,66,68,21,0,.94339621,12,8,11,32,1
1,0,1,0,0,0,7,0,0,1,0,64,64,20,0,10.576923,12,,,33,0
1,0,1,0,0,0,7,0,0,1,0,66,65,24,0,15.295359,12,,,32,0
0,0,1,0,0,0,7,0,0,1,0,64,66,24,0,10.096154,12,,,34,0
1,0,1,0,0,0,1,0,0,1,0,70,70,26,0,,16,,9,34,3
0,1,0,0,0,0,3,,,,,66,67,21,1,,,12,13,,1
1,1,0,0,0,0,3,,,,,71,73,21,1,,,12,13,,1
0,1,0,0,0,0,0,,,,,69,66,21,1,,,,11,,0
0,1,0,0,1,0,2,,,,,67,67,23,1,,,12,12,,0
1,1,0,0,0,0,3,,,,,64,66,22,1,,,12,12,,1
1,1,0,0,0,0,5,,,,,69,71,24,0,,,,11,,0
1,1,0,0,0,0,5,,,,,69,70,23,,,,8,11,,
0,1,0,0,0,0,5,,,,,62,57,19,0,,,12,10,,0
0,1,0,0,0,0,1,,,,,,,,,,,11,12,,
1,1,0,0,0,1,7,,,,,68,,28,,,,8,8,,
1,1,0,0,0,1,8,,,,,70,70,24,1,,,2,8,,1
1,1,0,0,0,0,6,,,,,70,70,21,1,,,0,0,,0
0,1,0,0,0,0,3,,,,,67,67,19,1,,,12,12,,1
1,1,0,0,0,0,3,,,,,70,69,19,0,,,,0,,0
1,1,0,0,0,0,1,,,,,68,69,21,,,,9,9,,
1,1,0,0,0,0,1,,,,,68,68,21,0,,,9,9,,1
0,0,0,1,0,0,6,1,0,0,0,65,62,26,0,,12,,5,34,0
0,0,0,1,0,0,7,1,0,0,0,,62,,0,9.7560978,9,7,10,39,0
0,0,0,1,0,0,2,1,0,0,0,65,65,19,0,13.253638,14,9,6,37,2
0,1,0,0,0,0,6,,,,,65,65,21,0,,,12,12,,0
0,0,1,0,0,0,2,0,0,0,1,68,67,24,0,17.156862,18,14,12,35,2
1,0,1,0,0,0,2,0,0,1,0,68,68,21,1,17.788462,13,14,13,33,0
1,1,0,0,0,0,2,,,,,68,69,21,1,,,7,6,,2
0,1,0,0,0,0,2,,,,,63,63,23,1,,,7,6,,2
0,1,0,0,0,0,3,,,,,62,64,27,1,,,16,16,,2
0,1,0,0,0,0,3,,,,,61,61,22,1,,,12,12,,0
1,0,1,0,0,1,1,1,0,0,0,72,,28,,12.171053,14,14,12,35,
0,0,1,0,0,0,1,1,0,0,0,57,57,23,0,18.336315,19,12,13,34,4
1,0,0,1,0,0,8,1,0,0,0,75,74,23,0,93.75,12,12,4,38,2
0,0,0,1,0,0,4,1,0,0,0,62,63,21,0,,12,11,6,35,0
0,0,0,1,0,0,0,,,,,,69,21,0,,16,,,32,0
0,0,1,0,0,0,4,1,0,0,0,,63,,0,,11,,12,36,0
0,0,1,0,0,0,4,1,0,0,0,63,65,18,0,,12,,,32,0
0,0,0,1,0,0,3,1,0,0,0,63,61,28,0,11.538462,13,,6,37,1
0,0,0,1,0,0,4,1,0,0,0,60,61,24,0,24.175825,12,11,4,33,0
0,0,0,1,0,0,4,1,0,0,0,62,63,21,0,,12,2,8,36,0
0,0,1,0,1,0,1,0,0,0,1,66,64,23,1,0,14,17,,32,1
0,0,1,0,0,0,3,1,0,0,0,64,65,23,0,12.019231,12,,12,34,0
1,1,0,0,0,0,2,,,,,71,71,21,0,,,,,,0
1,0,0,1,0,0,1,0,0,1,0,65,65,26,1,,14,12,12,37,0
1,0,0,1,0,0,1,1,0,0,0,71,72,28,1,7.5318656,16,12,12,32,0
0,0,0,1,0,0,0,1,0,0,0,63,63,23,0,,6,0,,38,0
1,0,0,1,0,0,2,1,0,0,0,70,70,21,0,,10,12,6,36,0
1,0,0,1,0,0,2,1,0,0,0,66,68,22,0,22.115385,15,12,6,32,0
1,0,0,1,0,0,2,1,0,0,0,63,69,21,0,5.3571429,12,12,6,35,0
1,1,0,0,0,0,3,,,,,,72,,,,,8,10,,
0,1,0,0,0,0,3,,,,,64,63,18,,,,8,10,,
1,0,1,0,0,0,1,1,0,0,0,72,69,26,0,19.23077,12,12,12,38,0
0,0,0,1,0,0,2,,,,,62,62,23,0,,,,13,38,0
1,0,1,0,0,0,9,1,0,0,0,71,71,24,0,,7,7,7,34,0
1,0,0,1,0,0,7,0,0,1,0,68,66,27,1,11.538462,8,4,4,34,0
0,1,0,0,1,1,2,,,,,65,65,24,1,,,17,17,,1
0,1,0,0,0,1,3,,,,,63,63,27,0,,,14,14,,2
0,1,0,0,0,0,2,,,,,62,62,,1,,,12,12,,0
0,1,0,0,0,1,2,,,,,65,65,25,1,,,16,12,,3
1,0,0,1,0,0,10,,,,,,,,0,,9,,,39,0
1,1,0,0,1,0,2,,,,,69,71,21,0,,,12,14,,1
0,1,0,0,0,0,4,,,,,62,62,22,0,,,8,12,,0
0,1,0,0,1,0,5,,,,,72,72,27,0,,,12,12,,0
0,0,0,1,0,0,2,0,0,0,1,64,64,21,1,5.6213017,13,14,12,34,2
0,0,0,1,0,0,2,0,0,0,1,64,65,25,1,4.6632123,15,12,13,33,1
1,1,0,0,0,0,2,,,,,68,68,24,0,,,8,11,,0
1,1,0,0,0,0,6,,,,,70,69,23,1,,,7,9,,0
1,0,0,1,0,1,4,,,,,68,,28,1,,,16,16,,1
0,0,0,1,0,1,4,,,,,63,64,26,0,,,16,16,,0
1,0,0,1,0,1,4,,,,,68,70,23,0,,,14,16,,2
1,1,0,0,0,0,6,,,,,,67,21,0,,,,9,,0
0,1,0,0,0,0,4,,,,,65,64,20,0,,,7,9,,1
1,0,1,0,0,0,4,0,0,1,0,72,72,,1,,14,12,12,36,2
0,1,0,0,0,0,2,,,,,67,67,21,1,,,,12,,0
1,0,1,0,0,0,7,0,1,0,0,72,72,24,0,8.0357141,11,8,11,31,0
0,1,0,0,0,0,7,,,,,69,70,24,1,,,9,10,,1
1,1,0,0,0,0,7,,,,,65,67,24,0,,,10,10,,0
0,1,0,0,0,0,2,,,,,64,64,22,0,,,12,12,,0
1,1,0,0,0,0,2,,,,,71,72,27,0,,,12,11,,0
1,1,0,0,0,0,5,,,,,74,72,17,0,,,,12,,0
0,1,0,0,0,0,5,,,,,62,59,19,0,,,,10,,0
0,1,0,0,0,0,5,,,,,59,,28,,,,,11,,
0,1,0,0,0,0,4,,,,,64,64,22,0,,,,12,,0
0,0,1,0,0,0,0,0,0,1,0,64,67,25,0,11.737089,12,12,12,32,0
0,0,1,0,0,0,2,0,1,0,0,65,65,25,0,12.5,14,,12,33,0
1,0,1,0,0,0,5,0,1,0,0,74,72,22,0,15.384615,12,,12,38,0
1,0,1,0,0,0,5,0,1,0,0,73,72,20,1,2.5,11,,,36,1
1,0,1,0,1,0,3,0,1,0,0,68,69,26,1,17.094017,14,8,12,36,0
1,0,1,0,1,0,3,0,1,0,0,69,69,27,0,17.151768,18,5,13,34,3
0,0,0,1,0,0,3,0,1,0,0,63,63,25,0,3.25,12,9,6,35,0
0,0,0,1,0,0,10,0,1,0,0,62,61,21,0,4.5787544,14,4,3,37,0
0,0,0,1,0,0,10,0,1,0,0,61,61,21,0,,13,4,3,,0
1,0,0,1,0,0,10,0,1,0,0,62,62,19,0,,12,4,3,33,0
1,0,0,1,0,0,10,0,0,1,0,65,66,21,0,5.3418803,12,4,3,32,2
1,0,1,0,0,0,3,0,1,0,0,64,66,24,1,,12,,,31,0
0,0,1,0,0,0,6,0,1,0,0,68,69,21,0,5.8479533,13,4,8,37,0
1,0,1,0,0,0,5,0,1,0,0,70,72,21,0,4.8076925,9,4,11,34,0
1,0,1,0,0,0,1,0,1,0,0,70,70,23,1,11.705686,12,,,,1
0,0,0,1,0,0,2,0,1,0,0,64,64,21,1,65.559441,12,12,12,39,0
0,1,0,0,1,1,3,,,,,67,67,25,0,,,6,12,,0
1,0,1,0,0,0,6,0,1,0,0,70,68,27,1,12.980769,13,14,10,34,2
1,0,1,0,0,0,6,0,1,0,0,69,72,17,1,,12,14,10,32,0
1,0,1,0,0,1,2,,,,,69,69,27,,,,12,12,,
1,1,0,0,0,0,1,,,,,69,68,28,1,,,13,12,,0
0,1,0,0,0,0,1,,,,,63,64,25,1,,,16,14,,0
0,0,0,1,0,0,3,0,0,1,0,,64,21,0,6.9711537,11,10,8,33,0
0,0,0,1,0,0,3,0,0,1,0,65,65,22,1,4.986702,13,10,8,32,2
0,0,0,1,0,0,1,0,0,1,0,,61,,,4.7169809,12,16,12,37,
0,1,0,0,0,0,8,,,,,66,64,18,0,,,0,3,,0
1,1,0,0,0,0,6,,,,,73,74,24,0,,,,10,,0
0,0,0,1,0,1,1,0,0,1,0,63,63,26,0,12.075134,14,12,12,31,1
1,0,0,1,0,0,1,0,0,1,0,73,73,27,0,22.913258,16,,8,34,0
0,0,0,1,0,0,1,0,0,1,0,62,62,27,0,15.865385,16,,8,37,0
0,0,0,1,0,1,1,0,0,1,0,63,63,23,0,19.23077,12,6,18,39,0
0,0,1,0,0,0,6,,,,,62,63,28,0,,,,,36,1
1,0,1,0,0,0,2,0,0,1,0,74,71,28,1,13.125,12,12,12,35,0
1,0,1,0,0,0,3,0,0,1,0,69,68,28,0,18.491125,15,16,16,33,1
1,0,1,0,0,0,3,0,0,1,0,65,65,26,0,7.6923075,13,16,16,35,0
0,1,0,0,0,0,3,,,,,68,68,25,1,,,12,12,,1
1,1,0,0,0,1,0,,,,,71,70,28,1,,,18,12,,1
0,1,0,0,0,1,3,,,,,68,68,28,0,,,17,12,,1
0,1,0,0,0,0,2,,,,,66,66,25,0,,,10,11,,0
0,1,0,0,0,0,3,,,,,65,,25,,,,13,12,,
1,1,0,0,0,1,2,,,,,67,67,27,0,,,16,12,,0
1,1,0,0,0,1,1,,,,,70,70,27,1,,,16,19,,3
1,1,0,0,1,1,3,,,,,72,73,27,1,,,20,18,,5
1,1,0,0,0,1,1,,,,,71,71,26,1,,,12,13,,3
0,1,0,0,0,1,6,,,,,63,63,22,0,,,12,8,,0
1,1,0,0,0,0,3,,,,,67,67,21,0,,,11,12,,0
0,1,0,0,0,0,3,,,,,64,64,21,0,,,13,12,,0
0,0,0,1,0,0,1,0,0,0,1,63,63,25,0,9.6634617,15,0,12,35,1
1,0,1,0,1,1,4,,,,,69,69,22,0,27.62431,16,16,16,37,2
1,0,1,0,0,0,6,0,0,0,1,,71,21,1,9.6153851,14,14,11,36,1
1,0,1,0,0,0,8,0,0,0,1,73,73,28,1,19.799999,15,16,11,,0
0,0,0,1,1,0,3,0,0,0,1,66,66,20,0,46.052631,12,10,12,32,0
1,1,0,0,0,0,4,,,,,,67,18,1,,,8,12,,1
0,1,0,0,1,0,6,,,,,66,65,21,0,,,8,16,,1
0,1,0,0,0,0,3,,,,,65,64,21,0,,,12,11,,0
1,1,0,0,0,0,3,,,,,73,74,22,0,,,12,11,,0
0,1,0,0,0,0,3,,,,,65,65,23,1,,,9,10,,0
0,0,0,1,0,0,16,0,0,0,1,67,67,23,0,4.8076925,8,10,8,34,0
1,0,0,1,0,0,14,0,0,0,1,70,69,21,0,7.0754719,12,10,9,31,1
0,1,0,0,0,0,3,,,,,64,63,22,0,,,12,12,,1
