male,white,black,hispanic,mompro2,poppro2,siblings,norest96,norcen96,south96,west96,height81,height85,esteem80,athlets,wage96,hgc96,daded79,momed79,age,clubnum
0,1,0,0,0,0,4,1,0,0,0,67,67,26,1,10.769231,14,14,12,35,1
1,1,0,0,0,1,4,0,0,0,1,73,74,26,0,10.784314,16,12,12,34,1
1,1,0,0,0,0,4,,,,,74,,21,,,,,12,,
0,1,0,0,0,0,4,0,0,0,1,68,68,24,1,8.333333,13,16,12,33,1
0,0,0,1,0,1,2,,,,,,66,28,0,,,16,16,,0
1,0,0,1,0,1,2,0,0,0,1,72,72,26,0,16.826923,13,12,12,35,0
1,1,0,0,0,1,3,1,0,0,0,70,70,21,1,39.525692,16,15,12,34,1
1,1,0,0,0,1,5,0,0,1,0,72,72,22,1,42.19381,14,13,12,38,0
1,1,0,0,0,1,4,0,0,0,1,67,68,21,0,14.398849,12,13,12,35,2
1,1,0,0,0,1,4,0,0,0,1,67,67,23,0,19.04376,12,12,12,35,1
1,1,0,0,0,1,4,0,0,0,1,70,,22,0,13.469388,12,14,,34,0
0,1,0,0,0,0,1,0,0,0,1,63,63,25,1,,12,12,,34,0
1,1,0,0,0,0,3,0,0,0,1,72,70,27,1,10.576923,11,12,12,33,0
0,1,0,0,0,0,3,0,0,0,1,62,62,27,0,7.1428571,12,,12,34,0
1,1,0,0,0,0,3,0,0,0,1,72,72,26,1,8.333333,12,12,12,,1
0,1,0,0,0,1,3,0,0,0,1,66,66,28,1,,12,13,12,38,1
0,1,0,0,0,0,1,0,0,0,1,66,65,23,0,21.468927,14,10,12,32,1
1,1,0,0,1,0,1,0,0,0,1,70,70,22,1,25.48077,12,13,16,33,1
0,1,0,0,1,0,1,0,0,0,1,64,64,22,1,7.5,12,13,16,32,1
0,1,0,0,0,1,1,0,0,0,1,66,66,25,1,10.48,16,17,16,35,2
1,1,0,0,0,0,1,0,0,0,1,68,68,26,1,10.961538,16,17,16,35,1
0,1,0,0,0,1,3,0,0,0,1,62,63,27,1,12.035011,16,12,12,34,2
1,1,0,0,0,0,3,0,0,0,1,68,68,25,1,10.576923,12,11,11,34,1
1,1,0,0,0,0,3,0,0,0,1,70,69,27,1,9.1346149,12,11,11,32,2
0,1,0,0,0,0,3,0,0,0,1,64,64,17,1,5.0831795,10,11,11,31,0
0,1,0,0,0,0,2,0,0,0,1,62,62,24,1,6.5445027,12,10,12,37,1
1,1,0,0,0,0,7,0,0,0,1,65,66,28,0,0,12,10,12,38,0
1,1,0,0,0,0,6,0,0,0,1,70,,28,0,14.577259,10,12,12,33,0
0,1,0,0,0,0,7,0,0,0,1,67,67,21,0,,11,,8,36,1
1,1,0,0,0,1,1,0,0,0,1,70,71,27,1,,12,12,10,33,1
0,1,0,0,0,1,1,0,0,0,1,64,64,21,0,24.581005,12,12,10,32,0
0,1,0,0,0,0,1,0,0,0,1,63,63,25,1,15.384615,12,12,11,38,0
0,1,0,0,0,0,6,0,0,0,1,64,64,27,0,15.865385,16,,8,39,0
1,1,0,0,0,0,2,0,1,0,0,72,71,27,1,19.672131,15,12,12,34,0
1,1,0,0,0,0,2,0,0,0,1,71,72,20,0,13.461538,12,12,12,32,0
1,1,0,0,0,0,5,0,0,0,1,75,76,28,1,15.865385,17,13,13,37,0
1,1,0,0,0,0,1,,,,,,,27,,,,12,12,,
0,1,0,0,0,0,5,0,0,0,1,59,59,20,0,11.538462,12,14,13,37,1
0,1,0,0,0,0,1,0,0,0,1,64,65,26,0,14.615385,12,12,12,37,0
0,1,0,0,0,1,2,0,0,0,1,62,62,28,1,8.1730766,12,11,11,38,0
0,1,0,0,0,0,2,0,0,0,1,60,61,24,0,5.7692308,12,12,10,38,0
0,1,0,0,0,0,4,0,0,1,0,64,64,28,0,3.8567493,12,10,5,39,0
0,1,0,0,0,0,3,0,0,0,1,65,65,18,0,1.1398964,12,12,10,37,0
1,1,0,0,0,0,2,0,0,1,0,73,74,24,1,18.181818,15,12,12,31,0
1,1,0,0,0,0,3,0,1,0,0,71,71,25,0,10.869565,12,12,12,34,1
1,1,0,0,0,0,3,0,0,0,1,66,68,24,1,3.2352941,14,12,12,32,0
1,1,0,0,0,0,3,,,,,,,,,,,11,12,,
0,1,0,0,0,0,3,,,,,,,,,,,11,12,,
0,1,0,0,1,0,4,0,0,0,1,62,62,25,0,15.297203,14,14,16,38,0
0,1,0,0,0,1,1,0,0,0,1,62,64,28,0,4.5138888,12,12,12,36,0
1,1,0,0,0,0,5,0,0,0,1,72,72,23,1,13.675214,12,12,12,34,0
1,1,0,0,0,1,4,0,0,0,1,75,76,28,1,24.528301,18,8,12,35,0
1,1,0,0,0,1,4,,,,,74,75,27,1,,,12,12,39,2
0,1,0,0,0,1,1,0,0,0,1,67,67,26,0,11.538462,17,17,17,33,4
1,1,0,0,0,1,2,0,0,0,1,72,72,21,1,24.456522,16,18,14,37,2
0,1,0,0,0,1,1,0,0,0,1,65,67,23,1,4.9896049,17,16,16,36,1
0,1,0,0,1,1,4,0,0,0,1,67,67,28,0,45.006729,20,12,16,34,3
0,1,0,0,1,1,4,0,0,0,1,64,64,28,1,4.3564358,19,16,16,33,2
1,1,0,0,0,0,3,0,0,0,1,70,71,25,1,20.08547,16,14,16,33,3
1,1,0,0,0,0,3,0,0,0,1,71,73,23,1,5.699482,12,14,16,32,0
1,1,0,0,0,0,3,0,1,0,0,70,70,28,1,14.903846,14,,12,37,1
0,1,0,0,0,1,3,0,0,0,1,65,65,24,0,19.711538,12,12,12,34,0
1,1,0,0,0,0,3,0,0,0,1,70,69,21,0,15.82532,15,12,12,32,0
1,1,0,0,0,1,3,0,0,0,1,74,74,26,1,10.780886,14,16,12,34,1
1,1,0,0,0,1,3,0,0,0,1,72,72,22,0,36.057693,18,16,12,32,1
0,1,0,0,0,1,3,0,0,0,1,70,70,26,1,28.746466,20,16,12,31,3
0,1,0,0,0,1,6,0,1,0,0,66,65,26,0,23.076923,16,12,12,35,1
1,1,0,0,0,1,6,0,0,0,1,66,68,21,1,5.6746531,12,12,12,33,0
1,1,0,0,0,0,6,0,0,0,1,69,70,23,1,13.461538,12,12,12,33,1
1,1,0,0,0,0,1,0,0,0,1,67,68,23,1,5.9405942,12,16,16,33,0
0,1,0,0,0,1,4,,,,,65,65,28,0,,,,20,36,1
0,1,0,0,0,1,4,0,0,0,1,65,65,27,1,,16,,18,34,2
0,1,0,0,0,0,6,0,0,0,1,61,61,21,1,14.126713,12,12,7,39,0
1,0,0,1,1,0,4,0,0,1,0,70,70,27,0,14.102564,12,12,12,38,1
0,0,0,1,0,0,2,0,0,0,1,66,61,21,0,,14,6,6,31,0
1,0,0,1,0,0,6,0,0,0,1,71,70,21,0,9.6153851,12,4,6,,0
1,0,0,1,0,0,1,0,0,0,1,65,65,23,1,17.5,13,4,6,35,0
1,0,0,1,0,0,1,0,0,0,1,66,64,23,0,22.596153,13,4,6,38,0
0,0,0,1,0,0,1,0,0,0,1,61,62,21,0,16.826923,14,10,12,31,1
0,1,0,0,0,0,5,0,0,0,1,65,67,21,0,4.6153846,9,,6,35,0
0,1,0,0,0,0,6,0,0,0,1,66,67,19,0,,9,,9,34,0
0,0,0,1,0,0,3,0,0,0,1,62,63,25,0,,11,12,8,35,0
0,0,0,1,0,0,2,0,0,0,1,62,63,24,0,10.373529,12,12,8,33,0
1,0,0,1,0,0,3,0,0,0,1,71,71,22,1,36.057693,12,9,11,33,1
0,1,0,0,0,1,3,0,0,0,1,63,63,24,1,24.038462,13,18,12,34,2
1,1,0,0,0,0,3,0,0,0,1,74,74,25,1,21.367521,16,14,12,39,2
1,1,0,0,0,1,2,0,0,0,1,72,72,25,0,13.942307,11,12,12,37,0
0,1,0,0,0,0,4,0,0,0,1,63,64,25,0,,14,12,12,39,2
0,1,0,0,0,1,6,0,0,0,1,64,66,19,0,,12,12,12,37,0
0,1,0,0,0,0,6,0,0,0,1,61,61,27,0,,14,12,12,35,1
0,1,0,0,0,1,6,0,0,0,1,66,66,28,0,,16,12,12,33,2
1,1,0,0,0,0,6,0,0,0,1,71,67,24,0,18.26923,14,12,12,32,0
1,1,0,0,0,0,8,0,0,0,1,72,72,21,1,,12,12,12,39,0
0,1,0,0,1,0,7,0,0,0,1,62,61,21,1,,12,12,12,33,0
0,1,0,0,0,1,7,0,0,0,1,66,66,27,0,2.5,12,12,12,33,0
1,0,0,1,0,0,7,0,0,0,1,70,68,25,0,,12,12,12,32,0
1,0,0,1,0,0,5,0,0,0,1,67,67,19,0,9.6153851,12,14,12,35,2
1,0,0,1,0,0,5,,,,,68,68,27,0,,,14,12,,1
0,0,0,1,0,0,5,0,0,0,1,63,63,25,1,48.076923,15,14,12,33,3
1,1,0,0,0,0,3,,,,,67,68,21,0,,,12,12,32,0
1,0,0,1,0,1,2,0,0,0,1,71,71,27,1,18.191269,20,16,12,35,1
1,0,0,1,0,1,2,,,,,71,71,27,1,,,16,12,,0
1,1,0,0,1,1,1,,,,,69,73,26,0,35.758835,16,18,18,32,1
0,1,0,0,0,0,3,,,,,61,,28,1,,,,12,,3
1,1,0,0,0,0,3,0,0,0,1,71,73,20,1,11.458333,12,8,12,33,0
1,1,0,0,0,0,3,0,0,1,0,68,68,20,0,,13,,12,38,1
0,1,0,0,0,0,4,,,,,61,61,24,0,,,,,32,1
0,1,0,0,0,0,5,0,0,0,1,63,63,23,1,29.326923,18,12,13,36,2
0,1,0,0,0,1,5,0,0,0,1,62,62,26,1,26.442308,18,13,13,34,2
1,1,0,0,0,0,5,0,0,0,1,67,67,24,1,24.51923,12,13,13,33,0
1,1,0,0,1,0,3,,,,,73,73,28,1,,,,14,,1
1,1,0,0,1,0,3,,,,,71,71,25,1,,,12,14,,0
0,1,0,0,1,0,0,0,0,0,1,68,68,25,0,,12,,16,34,0
1,1,0,0,1,0,2,0,0,0,1,70,71,26,1,,16,14,18,33,0
1,1,0,0,0,0,1,0,0,0,1,72,72,24,1,16.27219,12,12,12,34,0
0,1,0,0,0,0,3,0,0,0,1,65,65,26,0,5.7142859,12,14,12,38,0
1,1,0,0,0,0,11,0,0,0,1,63,63,21,0,7.6923075,11,,,,0
0,0,1,0,0,0,6,0,0,0,1,71,61,28,0,12.019231,13,,,37,0
1,0,1,0,0,0,6,0,0,0,1,66,66,24,0,,11,,10,36,1
1,0,1,0,0,0,5,0,0,0,1,67,66,21,0,,10,,10,34,0
0,0,1,0,0,1,3,0,0,0,1,63,64,19,0,,9,7,12,36,0
0,0,0,1,0,0,1,0,0,0,1,64,64,24,0,,12,,5,36,0
0,0,0,1,0,0,7,0,0,0,1,66,66,21,0,8.8461542,9,6,6,37,0
0,0,0,1,0,1,4,0,0,0,1,,64,18,0,,12,,6,36,0
1,0,0,1,0,1,4,0,0,0,1,67,65,20,0,6.5384617,12,6,6,34,1
1,0,0,1,0,0,4,0,0,0,1,71,70,21,1,11.538462,12,,6,32,0
0,0,0,1,0,1,2,,,,,60,60,23,0,,,6,5,,0
1,0,0,1,0,0,1,0,0,0,1,60,65,16,0,4.5673075,11,,8,33,0
1,0,0,1,0,0,6,0,0,0,1,67,67,25,1,,13,,,33,0
1,0,0,1,0,0,6,,,,,65,65,25,1,,,6,11,,1
1,0,0,1,0,0,3,0,0,0,1,66,64,27,1,13.461538,12,,,31,0
0,0,0,1,0,0,3,0,0,0,1,59,,27,1,13.888889,15,11,9,36,0
1,0,0,1,0,0,1,0,0,0,1,71,71,26,1,21.634615,12,,10,38,0
1,0,0,1,0,0,1,,,,,68,,28,0,,,12,10,,0
1,0,0,1,0,0,7,0,0,0,1,69,70,25,1,30.514706,13,,,34,0
0,0,0,1,0,0,3,0,0,0,1,61,61,26,1,17.5,17,,12,32,1
0,0,0,1,0,0,3,0,0,0,1,67,68,26,0,,12,12,11,32,0
0,0,0,1,0,0,4,,,,,64,64,21,0,,,12,11,,0
1,1,0,0,1,0,1,0,0,0,1,73,73,28,0,,12,12,12,36,0
0,1,0,0,1,1,4,0,0,0,1,68,68,26,1,,16,16,16,35,2
1,1,0,0,0,1,3,0,0,0,1,72,72,28,0,,16,20,17,37,0
1,1,0,0,1,1,1,,,,,70,,23,,,,16,16,,
1,1,0,0,0,0,3,1,0,0,0,69,69,23,0,11.538462,16,16,16,38,1
0,1,0,0,1,0,2,0,0,0,1,62,63,23,0,2.9411764,14,12,16,35,1
0,1,0,0,1,0,2,0,0,0,1,67,67,25,0,,18,12,16,38,1
0,0,1,0,1,1,3,,,,,65,65,27,0,,,20,16,,3
0,0,1,0,0,1,3,0,0,0,1,66,66,21,0,,14,17,14,38,0
1,0,1,0,1,1,1,,,,,70,71,27,1,,,16,15,,1
0,0,1,0,0,1,2,,,,,65,65,26,1,,,16,12,,0
1,0,1,0,0,1,2,0,0,0,1,71,72,25,1,21.634615,13,16,,33,0
1,0,1,0,0,1,2,0,0,0,1,72,72,,1,9.166667,13,14,14,36,0
0,0,1,0,1,0,6,1,0,0,0,65,65,27,0,,18,12,16,39,0
0,0,1,0,1,0,6,0,0,0,1,64,65,26,0,12.5,14,16,16,35,0
1,0,0,1,0,0,10,,,,,66,65,22,0,,,2,2,,0
0,0,0,1,0,0,10,0,0,0,1,61,,27,0,,13,0,2,35,0
0,0,0,1,0,0,10,0,0,0,1,63,63,27,0,193.93939,16,0,2,34,0
1,0,0,1,0,0,10,0,0,0,1,68,66,23,0,25,12,,,32,0
0,1,0,0,0,0,4,0,0,0,1,66,66,24,0,,11,9,9,34,0
0,1,0,0,0,0,10,0,0,0,1,64,65,23,1,32.417583,12,12,12,33,0
0,1,0,0,0,0,10,0,0,0,1,63,63,20,0,26.442308,12,12,12,32,0
1,0,0,1,0,0,11,0,0,0,1,67,67,21,0,19.23077,12,6,9,38,0
0,0,0,1,0,0,3,0,0,0,1,66,66,21,,10.576923,12,12,9,37,
0,1,0,0,1,1,4,0,0,0,1,58,58,24,1,10.10101,16,12,12,38,0
1,1,0,0,0,1,4,0,0,0,1,68,67,22,0,0,12,12,12,33,0
0,1,0,0,0,0,4,0,0,0,1,65,65,26,0,1.2777778,14,12,17,36,1
0,1,0,0,0,0,4,0,0,0,1,66,66,25,1,54.008076,16,12,17,34,0
0,1,0,0,0,0,4,0,0,0,1,66,66,21,1,13.846154,17,12,17,33,0
0,1,0,0,0,1,4,0,0,0,1,64,64,24,0,41.176472,17,16,16,36,0
0,1,0,0,0,1,4,0,0,0,1,64,64,22,1,40,17,16,16,33,0
0,0,0,1,0,0,1,0,0,0,1,64,64,28,0,27.450981,17,12,8,,1
0,1,0,0,1,1,1,0,0,0,1,66,67,23,0,,14,16,12,,1
1,1,0,0,0,1,3,0,0,0,1,70,69,28,0,18.014244,15,20,12,36,0
0,1,0,0,0,1,3,0,0,0,1,59,59,26,0,13.801035,16,20,12,38,0
1,1,0,0,0,0,3,0,0,0,1,76,76,21,0,.27334851,10,12,12,35,0
1,1,0,0,0,0,3,1,0,0,0,71,70,27,0,26.442308,13,,12,36,0
1,1,0,0,0,0,3,0,0,0,1,71,71,23,0,3.0612245,13,12,12,35,0
1,1,0,0,0,1,3,0,0,0,1,68,68,28,0,31.517094,13,12,14,35,0
0,1,0,0,0,0,2,0,0,0,1,63,64,27,1,18.26923,17,18,16,32,4
1,1,0,0,1,1,5,0,0,0,1,71,73,28,0,15.486726,19,16,15,38,3
0,1,0,0,0,1,1,0,0,0,1,64,64,24,0,8.2417583,13,20,20,38,0
1,1,0,0,0,1,1,,,,,69,70,22,0,,,20,20,,0
0,0,1,0,0,0,2,0,0,0,1,60,61,20,0,,12,,12,,0
1,0,0,1,0,0,3,0,0,0,1,71,71,26,1,,12,16,11,37,3
0,0,0,1,0,0,3,0,0,0,1,62,61,22,1,7.2115383,12,15,10,35,1
0,0,0,1,0,0,3,0,0,0,1,63,64,21,0,,12,,,32,1
1,0,1,0,0,0,9,,,,,,,20,,,,6,12,,
0,0,1,0,0,0,9,0,0,0,1,65,65,21,0,.96153843,12,,12,35,1
1,0,1,0,0,0,9,0,0,0,1,71,71,22,0,,12,,12,34,1
1,0,0,1,0,0,1,,,,,66,66,28,0,,,,5,,1
0,0,1,0,0,0,2,,,,,,63,22,0,,,12,12,,0
0,0,1,0,0,0,2,0,0,0,1,66,65,23,0,8.4615383,15,13,14,33,1
1,0,1,0,0,0,1,0,0,0,1,66,66,26,1,6.25,13,11,12,34,2
0,0,1,0,0,0,2,0,0,0,1,61,61,23,0,9.1346149,15,,,36,0
1,1,0,0,0,1,2,,,,,71,71,28,0,,,20,13,,0
1,1,0,0,0,1,2,,,,,67,70,28,1,,,20,14,34,1
1,0,0,1,0,0,1,0,0,1,0,70,70,25,1,10.096154,16,13,14,34,0
1,1,0,0,0,0,2,0,0,0,1,68,66,20,,9.2948713,11,12,12,31,
1,1,0,0,1,1,2,0,0,0,1,72,72,22,1,11.8,16,16,16,35,0
0,1,0,0,0,1,2,0,0,0,1,62,62,24,1,15.10989,16,17,14,37,3
1,1,0,0,1,1,2,,,,,67,67,25,1,,,16,16,,0
0,1,0,0,0,0,1,0,0,0,1,66,66,21,1,,12,10,10,33,0
0,1,0,0,0,0,1,0,0,1,0,61,61,22,1,7.6923075,12,10,10,32,1
0,1,0,0,0,0,13,0,0,0,1,61,61,21,0,4.347826,11,9,12,33,0
1,1,0,0,0,0,13,,,,,,67,21,0,,,9,12,,0
1,1,0,0,0,0,2,0,0,0,1,70,71,21,0,,12,10,12,32,0
1,1,0,0,0,0,3,,,,,70,70,25,0,,,18,10,,0
0,0,0,1,0,0,2,0,0,0,1,59,60,22,0,11.538462,15,14,7,39,1
0,0,0,1,1,0,1,0,0,1,0,60,60,22,0,,13,10,9,33,1
0,1,0,0,0,1,3,0,0,0,1,64,64,26,0,,12,18,14,35,1
1,1,0,0,0,0,3,,,,,72,72,25,0,,,,14,,1
0,1,0,0,0,0,3,0,0,0,1,65,65,20,0,5.6384616,12,15,12,36,0
1,0,0,1,0,0,0,0,0,0,1,68,67,22,0,15.384615,11,12,12,36,1
1,1,0,0,0,1,3,0,0,0,1,72,72,26,0,8.3974361,12,20,14,33,1
1,1,0,0,0,1,0,0,0,0,1,72,72,21,0,4.8076925,15,11,11,37,0
1,0,0,1,0,0,4,0,0,0,1,67,,21,1,6.1320753,12,10,11,34,1
1,1,0,0,1,1,5,0,0,0,1,65,65,23,0,0,12,14,12,36,0
1,1,0,0,0,0,1,0,0,1,0,65,68,25,0,17.777779,15,15,12,32,0
0,1,0,0,0,0,4,0,0,0,1,65,64,21,0,1.8472906,12,12,8,34,0
0,1,0,0,0,1,4,0,0,0,1,66,67,23,1,8.758503,12,12,8,32,0
0,1,0,0,0,0,3,0,0,0,1,64,64,20,1,12.019231,17,12,12,33,0
1,1,0,0,0,0,2,0,0,0,1,68,70,24,0,15.865385,12,12,12,31,1
0,1,0,0,0,0,2,0,0,0,1,66,66,,0,67.510094,12,14,14,32,0
1,1,0,0,0,0,1,0,0,1,0,70,70,20,0,7.0512819,12,15,13,35,1
1,1,0,0,0,0,1,,,,,70,71,24,0,,,12,12,,0
1,1,0,0,0,1,2,0,0,0,1,70,70,26,0,22.435898,14,12,12,33,1
0,1,0,0,0,1,2,0,0,0,1,70,71,28,0,14.529915,14,12,12,32,3
0,1,0,0,0,0,2,0,0,1,0,64,65,22,0,4.5853848,12,12,12,33,0
0,1,0,0,0,0,1,0,0,0,1,62,62,26,1,24.358974,20,16,12,39,2
1,1,0,0,0,0,3,0,0,0,1,63,63,21,1,2.4813895,12,14,12,34,1
0,1,0,0,0,0,1,0,0,0,1,63,63,25,0,,9,11,12,33,0
0,1,0,0,0,0,2,0,0,0,1,64,64,26,0,8.1730766,14,14,13,33,0
0,1,0,0,0,0,2,0,0,0,1,67,68,22,0,17.482517,13,12,13,32,0
0,1,0,0,0,1,3,0,0,0,1,67,67,28,1,18.983051,13,12,12,36,1
0,1,0,0,0,0,5,,,,,65,65,25,1,,,16,12,,1
1,1,0,0,0,1,5,0,0,0,1,72,74,21,1,6.125,12,16,12,32,1
0,1,0,0,0,0,2,0,0,0,1,66,66,24,1,15.324883,17,17,12,34,4
0,1,0,0,0,1,1,0,0,0,1,70,71,24,1,20.299145,17,16,13,36,2
1,1,0,0,0,1,1,0,0,0,1,73,76,21,1,9.7692308,12,17,,32,0
1,1,0,0,0,0,3,0,0,0,1,72,72,28,0,,12,16,,35,0
1,0,0,1,0,0,2,0,0,0,1,69,69,20,0,13.617022,14,12,11,36,0
0,1,0,0,0,0,2,0,0,0,1,66,66,23,0,0,16,12,12,38,2
1,1,0,0,0,0,2,0,0,0,1,73,73,28,0,0,13,12,12,35,0
1,1,0,0,0,0,2,0,0,0,1,71,72,27,1,81.640114,13,12,12,33,0
1,0,0,1,0,0,9,0,0,0,1,68,69,26,1,3.6923077,9,9,12,33,0
1,0,0,1,0,0,9,0,0,0,1,64,66,21,0,9.2489824,9,9,12,31,0
1,1,0,0,0,0,4,0,0,0,1,66,66,28,0,,11,,9,33,0
0,0,0,1,0,1,5,0,0,0,1,,,,,12.980769,13,8,7,37,
0,0,0,1,0,1,5,0,0,0,1,,,,,11.057693,12,9,7,34,
0,0,0,1,0,0,5,0,0,0,1,63,63,24,0,,9,,9,,0
1,0,0,1,0,0,3,0,0,0,1,69,68,25,1,8.6206894,12,,9,31,1
0,0,0,1,0,0,6,,,,,61,61,18,0,,,,9,,0
1,0,0,1,0,0,1,0,0,0,1,71,70,25,1,8.8141022,15,11,10,33,0
1,0,0,1,0,0,9,0,0,0,1,68,68,22,0,1.2038523,8,6,6,38,0
1,0,0,1,0,0,9,,,,,52,,,0,2.8846154,12,6,6,34,0
1,0,0,1,0,0,2,0,0,0,1,67,69,21,0,,11,8,4,33,0
1,0,0,1,0,0,6,0,0,0,1,69,69,25,0,5.7544756,9,8,,31,0
0,0,0,1,0,0,4,0,0,0,1,61,61,22,0,8.6032391,9,8,8,38,0
0,0,0,1,0,0,4,0,0,0,1,60,62,,0,,12,,,38,0
0,1,0,0,0,0,5,0,0,0,1,67,67,26,0,14.423077,12,8,12,35,0
1,1,0,0,0,0,1,0,0,0,1,67,69,27,1,0,12,,8,33,0
0,1,0,0,0,0,3,0,0,0,1,59,50,28,1,11.111111,12,12,8,33,1
0,0,1,0,0,0,5,0,0,0,1,66,65,27,0,,13,6,11,35,1
1,0,1,0,0,0,5,0,0,0,1,73,74,23,0,,12,6,10,34,0
0,0,1,0,0,0,5,,,,,63,63,28,0,,,6,11,,0
0,0,1,0,0,0,5,0,0,0,1,63,64,25,0,,12,6,11,,0
0,0,0,1,0,0,9,0,0,0,1,61,64,23,0,,9,8,6,38,0
0,0,0,1,0,0,1,,,,,63,63,20,0,,,8,,,0
1,0,0,1,0,0,6,0,0,0,1,64,63,27,0,12.019231,12,0,2,35,1
1,0,0,1,0,0,6,0,0,0,1,69,69,26,0,15.224359,14,0,2,32,1
1,0,0,1,0,0,6,0,0,0,1,67,66,22,0,8.6538458,13,0,2,38,1
0,0,0,1,0,0,3,0,0,0,1,63,63,21,0,8,12,6,8,34,0
0,0,0,1,0,0,3,0,0,0,1,62,62,20,0,,12,8,8,31,1
0,0,0,1,0,0,2,0,0,0,1,64,63,20,0,127.27273,12,11,10,35,0
0,1,0,0,0,0,3,0,0,0,1,66,67,24,1,15.772871,20,13,12,35,2
0,1,0,0,0,1,2,0,0,1,0,67,66,25,0,10.01001,15,16,16,34,3
1,1,0,0,1,1,1,0,0,0,1,74,74,28,1,32.158119,17,16,14,39,5
0,1,0,0,0,1,1,0,0,0,1,70,70,28,0,,16,18,15,39,2
1,1,0,0,0,0,9,,,,,72,,24,,,,17,12,,
1,1,0,0,0,1,3,0,0,0,1,72,,22,0,67.510094,18,16,16,38,0
0,0,0,1,0,0,3,0,0,0,1,66,66,24,0,11.776527,14,10,12,35,0
0,0,0,1,0,0,3,0,0,0,1,66,67,27,0,7.2115383,13,12,12,34,0
0,1,0,0,0,1,1,,,,,66,65,27,0,,,15,11,31,0
1,1,0,0,0,0,1,,,,,67,,25,,,,12,,,
1,0,0,1,0,0,3,0,0,0,1,68,68,28,0,,14,4,8,37,0
0,1,0,0,0,0,4,,,,,63,,22,1,,,12,16,,3
0,1,0,0,0,1,1,0,0,0,1,65,65,24,1,36.057693,12,16,12,35,2
1,1,0,0,0,0,2,0,0,0,1,72,73,26,1,13.071896,16,13,12,32,0
1,1,0,0,0,1,3,0,0,0,1,71,71,26,0,7.4766355,11,,12,35,0
0,1,0,0,0,0,1,0,0,0,1,69,68,28,0,9.5241499,15,16,12,34,1
1,1,0,0,1,1,5,0,0,0,1,75,76,23,0,13.725491,12,20,18,,0
0,1,0,0,1,1,5,0,0,0,1,66,66,28,1,14.339622,18,18,14,37,2
1,1,0,0,0,0,5,1,0,0,0,72,72,24,1,13.541667,12,12,12,38,0
0,1,0,0,0,0,5,,,,,65,,23,1,,,12,12,,0
0,1,0,0,1,1,0,0,0,1,0,,60,24,1,,19,12,12,36,3
0,1,0,0,0,0,9,1,0,0,0,66,66,28,1,,12,12,11,37,0
0,1,0,0,0,0,6,1,0,0,0,68,68,25,1,8.0128202,12,12,12,37,1
1,1,0,0,0,0,0,,,,,69,69,21,0,,,,9,,0
0,1,0,0,0,0,2,1,0,0,0,66,65,20,0,,12,12,11,36,3
0,1,0,0,0,0,1,1,0,0,0,63,63,21,0,4.8076925,12,12,10,35,2
1,1,0,0,0,0,1,1,0,0,0,68,68,21,0,17.788462,12,12,10,34,0
0,1,0,0,0,1,4,1,0,0,0,65,66,,1,4.1346154,13,12,12,38,3
1,1,0,0,0,1,4,1,0,0,0,69,69,26,1,9.8445597,12,12,12,32,1
0,1,0,0,0,0,2,1,0,0,0,62,62,28,1,5.6730771,14,,9,35,0
0,1,0,0,0,0,1,1,0,0,0,67,67,22,0,8.0851068,12,10,11,,0
1,1,0,0,0,0,3,1,0,0,0,70,70,23,0,20.527859,12,8,8,37,0
1,1,0,0,0,0,3,1,0,0,0,67,68,19,0,7.8395462,12,8,8,33,0
1,1,0,0,0,0,4,,,,,,,,,,,12,12,,
1,1,0,0,0,0,1,1,0,0,0,72,72,28,1,23.076923,18,12,12,35,2
0,1,0,0,0,0,1,1,0,0,0,63,63,22,1,10.830325,14,8,8,38,2
1,1,0,0,0,0,1,,,,,67,68,,1,,,12,12,,2
0,1,0,0,0,0,4,1,0,0,0,67,67,23,1,,12,12,12,37,1
0,1,0,0,0,0,4,,,,,64,64,27,0,,,8,12,,0
0,1,0,0,0,0,2,1,0,0,0,67,67,26,0,16.02564,20,12,12,36,1
1,1,0,0,0,0,2,1,0,0,0,67,65,20,0,14.022436,12,12,12,35,0
1,1,0,0,0,0,2,1,0,0,0,71,71,21,0,0,12,12,12,,0
0,1,0,0,0,0,2,1,0,0,0,65,66,20,0,5.7091346,12,12,12,32,0
1,1,0,0,0,0,2,1,0,0,0,74,,21,1,6.8459659,12,12,12,32,0
0,1,0,0,0,0,2,1,0,0,0,63,64,21,1,14.903846,16,12,12,37,1
0,1,0,0,0,1,2,1,0,0,0,65,65,28,1,33.653847,18,16,12,37,2
1,1,0,0,0,0,3,1,0,0,0,67,67,28,1,5.25,12,9,8,35,0
0,1,0,0,0,0,3,1,0,0,0,65,65,24,0,8.1230774,12,9,8,34,1
1,1,0,0,0,0,3,1,0,0,0,67,68,25,1,5.7692308,13,9,8,33,1
1,1,0,0,0,0,3,1,0,0,0,67,71,24,0,2.9545455,12,9,8,32,0
1,1,0,0,0,0,2,1,0,0,0,72,72,22,0,8.1730766,12,12,12,36,0
0,1,0,0,0,1,2,1,0,0,0,60,60,17,1,,12,12,12,,0
0,1,0,0,0,0,0,0,0,1,0,67,67,21,1,11.390532,16,12,12,36,2
1,1,0,0,0,0,3,1,0,0,0,71,71,22,1,7.5833335,14,14,12,,0
